recommendationid,lookupkey,drugname,guidelinename,guidelineurl,implications,drugrecommendation,classification,phenotypes,activityscore,population,comments
4169722,{'CYP2D6': '0.0'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,"{'CYP2D6': 'Decreased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and greatly decreased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal and intermediate metabolizers. The clinical impact of increased venlafaxine and decreased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 poor metabolizers is unclear, but CYP2D6 PM genotype has been associated with adverse effects.'}",Consider a clinically appropriate alternative antidepressant not predominantly metabolized by CYP2D6.,Optional,{'CYP2D6': 'Poor Metabolizer'},{'CYP2D6': '0.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, liver function) should be considered when adjusting dose or selecting an alternative therapy."
4169723,{'CYP2D6': 'n/a'},venlafaxine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'n/a'},No recommendation,No Recommendation,{'CYP2D6': 'Indeterminate'},{'CYP2D6': 'n/a'},general,n/a
4169724,{'CYP2C19': 'Ultrarapid Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,"{'CYP2C19': 'In patients for whom an ultrarapid metabolizer genotype (*17/*17) is identified, the probability of attainment of therapeutic concentrations is small'}",Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include liposomal amphotericin B and posaconazole.,Moderate,{'CYP2C19': 'Ultrarapid Metabolizer'},{},pediatrics,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities. Achieving voriconazole therapeutic concentrations in the pediatric population with ultrarapid and rapid metabolizer phenotypes in a timely manner is difficult. As critical time may be lost in achieving therapeutic concentrations, an alternative antifungal agent is recommended in order that the child receives effective antifungal therapy as soon as possible."
4169725,{'CYP2C19': 'Rapid Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,"{'CYP2C19': 'In patients for whom a rapid metabolizer genotype (*1/*17) is identified, the probability of attainment of therapeutic concentrations is variable.'}",Initiate therapy with recommended standard of care dosing. Use therapeutic drug monitoring to titrate dose to therapeutic trough concentrations.,Moderate,{'CYP2C19': 'Rapid Metabolizer'},{},pediatrics,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring (TDM), and comorbidities. Achieving voriconazole therapeutic concentrations in the pediatric population with ultrarapid and rapid metabolizer phenotypes in a timely manner is difficult. As critical time may be lost in achieving therapeutic concentrations, an alternative antifungal agent is recommended in order that the child receives effective antifungal therapy as soon as possible. Meticulous TDM is critical for rapid metabolizers. There is insufficient evidence to distinguish a CYP2C19*1/*17 and *1/*1 pediatric patient due to large variability in trough concentrations."
4169726,{'CYP2C19': 'Normal Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'Normal voriconazole metabolism'},Initiate therapy with recommended standard of care dosing,Strong,{'CYP2C19': 'Normal Metabolizer'},{},pediatrics,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities."
4169727,{'CYP2C19': 'Likely Intermediate Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'Higher dose-adjusted trough concentrations of voriconazole compared with normal metabolizers'},Initiate therapy with recommended standard of care dosing,Moderate,{'CYP2C19': 'Likely Intermediate Metabolizer'},{},pediatrics,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities."
4169728,{'CYP2C19': 'Intermediate Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'Higher dose-adjusted trough concentrations of voriconazole compared with normal metabolizers'},Initiate therapy with recommended standard of care dosing,Moderate,{'CYP2C19': 'Intermediate Metabolizer'},{},pediatrics,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities."
4169729,{'CYP2C19': 'Likely Poor Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'Higher dose-adjusted trough concentrations of voriconazole and may increase probability of adverse events'},"Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include liposomal amphotericin B and posaconazole. In the event that voriconazole is considered to be the most appropriate agent, based on clinical advice, for a patient with poor metabolizer genotype, voriconazole should be administered at a preferably lower than standard dosage with careful therapeutic drug monitoring.",Moderate,{'CYP2C19': 'Likely Poor Metabolizer'},{},pediatrics,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities. Recommendation based upon data extrapolated from adults."
4169730,{'CYP2C19': 'Poor Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'Higher dose-adjusted trough concentrations of voriconazole and may increase probability of adverse events'},"Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include liposomal amphotericin B and posaconazole. In the event that voriconazole is considered to be the most appropriate agent, based on clinical advice, for a patient with poor metabolizer genotype, voriconazole should be administered at a preferably lower than standard dosage with careful therapeutic drug monitoring.",Moderate,{'CYP2C19': 'Poor Metabolizer'},{},pediatrics,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities. Recommendation based upon data extrapolated from adults."
4169732,{'CYP2C19': 'Ultrarapid Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,"{'CYP2C19': 'In patients for whom an ultrarapid metabolizer genotype (*17/*17) is identified, the probability of attainment of therapeutic voriconazole concentrations is small with standard dosing'}","Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include isavuconazole, liposomal amphotericin B, and posaconazole.",Moderate,{'CYP2C19': 'Ultrarapid Metabolizer'},{},adults,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities. Recommendations based upon data extrapolated from patients with CYP2C19*1/*17 genotype."
4169733,{'CYP2C19': 'Rapid Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,"{'CYP2C19': 'In patients for whom a rapid metabolizer genotype (*1/*17) is identified, the probability of attainment of therapeutic concentrations is modest with standard dosing'}","Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include isavuconazole, liposomal amphotericin B, and posaconazole.",Moderate,{'CYP2C19': 'Rapid Metabolizer'},{},adults,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities."
4169734,{'CYP2C19': 'Normal Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'Normal voriconazole metabolism'},Initiate therapy with recommended standard of care dosing,Strong,{'CYP2C19': 'Normal Metabolizer'},{},adults,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities."
4169735,{'CYP2C19': 'Likely Intermediate Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'Higher dose-adjusted trough concentrations of voriconazole compared with normal metabolizers'},Initiate therapy with recommended standard of care dosing,Moderate,{'CYP2C19': 'Likely Intermediate Metabolizer'},{},adults,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities."
4169736,{'CYP2C19': 'Intermediate Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'Higher dose-adjusted trough concentrations of voriconazole compared with normal metabolizers'},Initiate therapy with recommended standard of care dosing,Moderate,{'CYP2C19': 'Intermediate Metabolizer'},{},adults,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities."
4169737,{'CYP2C19': 'Likely Poor Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'Higher dose-adjusted trough concentrations of voriconazole and may increase probability of adverse events'},"Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include isavuconazole, liposomal amphotericin B, and posaconazole. In the event that voriconazole is considered to be the most appropriate agent, based on clinical advice, for a patient with poor metabolizer genotype, voriconazole should be administered at a preferably lower than standard dosage with careful therapeutic drug monitoring.",Moderate,{'CYP2C19': 'Likely Poor Metabolizer'},{},adults,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities."
4169738,{'CYP2C19': 'Poor Metabolizer'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'Higher dose-adjusted trough concentrations of voriconazole and may increase probability of adverse events'},"Choose an alternative agent that is not dependent on CYP2C19 metabolism as primary therapy in lieu of voriconazole. Such agents include isavuconazole, liposomal amphotericin B, and posaconazole. In the event that voriconazole is considered to be the most appropriate agent, based on clinical advice, for a patient with poor metabolizer genotype, voriconazole should be administered at a preferably lower than standard dosage with careful therapeutic drug monitoring.",Moderate,{'CYP2C19': 'Poor Metabolizer'},{},adults,"Further dose adjustments or selection of alternative therapy may be necessary due to other clinical factors, such as drug interactions, hepatic function, renal function, species, site of infection, therapeutic drug monitoring, and comorbidities."
4169739,{'CYP2C19': 'Indeterminate'},voriconazole,CYP2C19 and Voriconazole,https://cpicpgx.org/guidelines/guideline-for-voriconazole-and-cyp2c19/,{'CYP2C19': 'n/a'},No recommendation,No Recommendation,{'CYP2C19': 'Indeterminate'},{},adults,n/a
4169740,{'CYP2D6': '≥6.0'},vortioxetine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of vortioxetine to inactive compounds when compared to CYP2D6 normal metabolizers. Lower plasma concentrations decrease the probability of clinical benefit.'},"Select alternative drug not predominantly metabolized by CYP2D6. If vortioxetine use is warranted, initiate therapy at standard starting dose and titrate to maintenance dose based on efficacy and side effects. Increasing the target maintenance dose by 50% or more may be needed for efficacy.",Optional,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥6.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, liver function) should be considered when selecting an alternative therapy."
4169741,{'CYP2D6': '≥5.0'},vortioxetine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Increased metabolism of vortioxetine to inactive compounds when compared to CYP2D6 normal metabolizers. Lower plasma concentrations decrease the probability of clinical benefit.'},"Select alternative drug not predominantly metabolized by CYP2D6. If vortioxetine use is warranted, initiate therapy at standard starting dose and titrate to maintenance dose based on efficacy and side effects. Increasing the target maintenance dose by 50% or more may be needed for efficacy.",Optional,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥5.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, liver function) should be considered when selecting an alternative therapy."
4169755,{'CYP2D6': '1.25'},vortioxetine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Normal metabolism.'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.25'},general,n/a
4169756,{'CYP2D6': '1.0'},vortioxetine,"CYP2D6, CYP2C19, CYP2B6, SLC6A4, HTR2A and Serotonin Reuptake Inhibitor Antidepressants",https://cpicpgx.org/guidelines/cpic-guideline-for-ssri-and-snri-antidepressants/,{'CYP2D6': 'Reduced metabolism of vortioxetine to less active compounds when compared to CYP2D6 normal metabolizers. Higher plasma concentrations may increase the probability of side effects.'},Initiate therapy with recommended starting dose.,Moderate,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '1.0'},general,n/a
