id,guidelineid,drugid,implications,drugrecommendation,classification,phenotypes,activityscore,allelestatus,lookupkey,population,comments,version,dosinginformation,alternatedrugavailable,otherprescribingguidance
4169093,100417,RxNorm:26225,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '2.5'},{},{'CYP2D6': '2.5'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169094,100417,RxNorm:26225,{'CYP2D6': 'Normal metabolism'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '2.25'},{},{'CYP2D6': '2.25'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy.",1,False,False,False
4169095,100417,RxNorm:26225,{'CYP2D6': 'Normal metabolism'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '2.0'},{},{'CYP2D6': '2.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy.",1,False,False,False
4169096,100417,RxNorm:26225,{'CYP2D6': 'Normal metabolism'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.75'},{},{'CYP2D6': '1.75'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy.",1,False,False,False
4169097,100417,RxNorm:26225,{'CYP2D6': 'Normal metabolism'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.5'},{},{'CYP2D6': '1.5'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy.",1,False,False,False
4169098,100417,RxNorm:26225,{'CYP2D6': 'Normal metabolism'},Initiate therapy with recommended starting dose.,Strong,{'CYP2D6': 'Normal Metabolizer'},{'CYP2D6': '1.25'},{},{'CYP2D6': '1.25'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy.",1,False,False,False
4169099,100417,RxNorm:26225,{'CYP2D6': 'Very limited data available for CYP2D6 intermediate metabolizers'},Insufficient evidence demonstrating clinical impact based on CYP2D6 genotype. Initiate therapy with recommended starting dose.,No Recommendation,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '1.0'},{},{'CYP2D6': '1.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy.",1,False,False,False
4169100,100417,RxNorm:26225,{'CYP2D6': 'Very limited data available for CYP2D6 intermediate metabolizers'},Insufficient evidence demonstrating clinical impact based on CYP2D6 genotype. Initiate therapy with recommended starting dose.,No Recommendation,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '0.75'},{},{'CYP2D6': '0.75'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy.",1,False,False,False
4169101,100417,RxNorm:26225,{'CYP2D6': 'Very limited data available for CYP2D6 intermediate metabolizers'},Insufficient evidence demonstrating clinical impact based on CYP2D6 genotype. Initiate therapy with recommended starting dose.,No Recommendation,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '0.5'},{},{'CYP2D6': '0.5'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy.",1,False,False,False
4169102,100417,RxNorm:26225,{'CYP2D6': 'Very limited data available for CYP2D6 intermediate metabolizers'},Insufficient evidence demonstrating clinical impact based on CYP2D6 genotype. Initiate therapy with recommended starting dose.,No Recommendation,{'CYP2D6': 'Intermediate Metabolizer'},{'CYP2D6': '0.25'},{},{'CYP2D6': '0.25'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy.",1,False,False,False
4169103,100417,RxNorm:26225,{'CYP2D6': 'Very limited data available for CYP2D6 poor metabolizers'},Insufficient evidence demonstrating clinical impact based on CYP2D6 genotype. Initiate therapy with recommended starting dose.,No Recommendation,{'CYP2D6': 'Poor Metabolizer'},{'CYP2D6': '0.0'},{},{'CYP2D6': '0.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy.",1,False,False,False
4169104,100417,RxNorm:26225,{'CYP2D6': 'n/a'},No recommendation,No Recommendation,{'CYP2D6': 'Indeterminate'},{'CYP2D6': 'n/a'},{},{'CYP2D6': 'n/a'},general,n/a,1,False,False,False
4169156,2405438,RxNorm:8120,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},{},{'G6PD': 'Variable'},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.",1,False,False,False
4169105,100417,RxNorm:27392,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥6.0'},{},{'CYP2D6': '≥6.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169106,100417,RxNorm:27392,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥5.0'},{},{'CYP2D6': '≥5.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169107,100417,RxNorm:27392,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.75'},{},{'CYP2D6': '≥3.75'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169108,100417,RxNorm:27392,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥4.0'},{},{'CYP2D6': '≥4.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169109,100417,RxNorm:27392,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.5'},{},{'CYP2D6': '≥3.5'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169110,100417,RxNorm:27392,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.25'},{},{'CYP2D6': '≥3.25'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169111,100417,RxNorm:27392,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '≥3.0'},{},{'CYP2D6': '≥3.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169112,100417,RxNorm:27392,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '4.0'},{},{'CYP2D6': '4.0'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
4169113,100417,RxNorm:27392,{'CYP2D6': 'Increased metabolism to less active compounds when compared to normal metabolizers and is associated with decreased response to ondansetron and tropisetron (i.e. vomiting).'},"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).",Moderate,{'CYP2D6': 'Ultrarapid Metabolizer'},{'CYP2D6': '2.75'},{},{'CYP2D6': '2.75'},general,"Drug-drug interactions and other patient characteristics (e.g., age, renal function, and liver function) should be considered when selecting alternative therapy. Dolasetron, palonosetron, and ramosetron are also metabolized by CYP2D6. Limited evidence is available regarding the utilization of CYP2D6 genetic variation to guide use of these drugs.",1,False,False,False
